"id","year","sub_season","breeding_outcome","breeding_success","first_day","log_ODBA","num_feed_fixes","num_ACC_fixes","mean_precip","prop_days_below_freezing","prop_storm_days","prop_grass","prop_ag","prop_bog"
45,5,1,1,1,72,-1.212002931,1155,3334,0.592273581,0,0,0.404255319,0.127659574,0
43,5,1,3,0,71,-1.066912589,1219,3336,1.096342194,0,0,0.403125,0.090625,0
23,5,1,2,0,85,-0.787451983,1645,3572,2.332077057,0,0.133333333,0.49408284,0,0.402366864
41,5,2,1,1,92,-0.395564419,21,473,2.418639816,0,0,0.038851351,0.116554054,0
23,5,3,2,0,101,-0.62342506,1210,2140,1.766151336,0,0,0.297169811,0,0.547169811
17,5,1,1,1,73,-0.927904187,1186,3336,0.150207799,0,0,0.012195122,0.530487805,0
7,5,4,2,0,111,-0.742341058,1282,2620,0.010874746,0,0,0.598776657,0,0
7,5,5,2,0,122,-0.523720714,487,1428,0.068731923,1,0,0,0,0.690140845
39,5,5,2,0,122,-0.706035897,509,1425,0.092492315,1,0,0,0,0.855072464
39,5,6,2,0,128,-0.579432289,1678,3330,0.425558912,0.928571429,0,0,0,1
8,5,3,2,0,101,-0.609407548,1392,2379,0.777231848,0,0,0.579166667,0,0.420833333
4,5,4,2,0,106,-0.7900856,1902,4523,0.30420923,0,0,0.491189427,0.004405286,0.242290749
19,5,4,2,0,103,-0.868500697,1517,2856,1.799436801,0,0,0.364583333,0.003472222,0.364583333
43,5,3,3,0,86,-0.729828654,2404,4284,1.069811816,0.222222222,0,0.398550725,0.060386473,0.34057971
4,5,6,2,0,128,-0.751789852,1615,3330,0.398784381,1,0,0,0,0.964285714
41,5,1,1,1,78,-1.468103429,431,3272,0.120331462,0,0,0.168711656,0.374233129,0.012269939
48,5,5,1,1,122,-0.717480283,2333,4520,0.295027565,1,0,0,0,0.943566591
48,5,6,1,1,141,-0.551264902,2183,3330,0.364231948,0.285714286,0,0,0,0.953271028
49,5,1,3,0,69,-1.343273489,823,3337,2.040349554,0,0,0.466463415,0,0
49,5,2,3,0,83,-0.635891538,41,476,0.304613424,0,0,0.020833333,0.125,0.422348485
49,5,3,3,0,85,-0.963970651,1503,3811,1.17707065,0.25,0,0.428805237,0.042553191,0.079787234
39,5,3,2,0,101,-0.694455655,1405,2374,1.202218747,0,0,0.514767932,0.042194093,0.147679325
49,5,5,3,0,117,-0.839367613,1467,4046,0.548385347,0.941176471,0,0,0,0.793164557
49,5,6,3,0,134,-1.076736041,1024,3332,0.741189774,0.714285714,0,0,0,1
42,5,4,2,0,110,-0.94258251,1093,2381,0.670241058,0,0,0.435014006,0.012605042,0.357142857
42,5,5,2,0,120,-0.723157443,603,1663,0.081117966,0.857142857,0,0,0,0.754491018
43,5,2,3,0,85,-0.672759008,52,238,0.146938969,0,0,0.235294118,0.294117647,0
46,5,6,2,0,126,-0.873555204,1846,3567,0.319648086,1,0,0,0,0.95601173
24,5,2,2,0,100,-0.066675963,29,238,0.839960805,0,0,0.285714286,0,0.071428571
24,5,3,2,0,101,-0.512781025,1270,2378,1.509073198,0,0,0.154166667,0.004166667,0.095833333
45,5,4,1,1,105,-0.929265773,1946,4046,0.355729422,0,0,0.473572038,0.045183291,0.243286445
7,5,1,2,0,85,-0.633861331,1562,3331,1.473432937,0,0.071428571,0,0,0.087227414
45,5,5,1,1,122,-0.076219335,15,238,0,1,0,0,0,0.076923077
45,5,6,1,1,123,-1.345049452,1069,3569,0.339034373,1,0,0,0,0.837758112
46,5,1,2,0,72,-1.166104395,1142,3335,0.931835018,0,0,0.395209581,0.119760479,0
8,5,1,2,0,86,-0.560907141,1946,3321,2.527313597,0,0.142857143,0.502994012,0.218562874,0.04491018
46,5,2,2,0,86,-0.082157401,0,238,0.006602539,0,0,0,0,0.1
46,5,3,2,0,87,-0.816284566,2116,4049,0.503161598,0.529411765,0,0.435960591,0.049261084,0.120689655
46,5,4,2,0,104,-0.794479706,2465,4049,0.918475539,0,0,0.240786241,0.125307125,0.098280098
6,5,6,2,0,141,-0.376014346,1787,3331,0.452624001,0.142857143,0,0,0,1
19,5,5,2,0,115,-0.573391056,79,712,0.563087247,0.666666667,0,0,0,0.164529915
19,5,6,2,0,118,-0.588306244,2025,3330,1.054577338,0.928571429,0,0,0,1
48,5,4,1,1,104,-0.758387543,2338,4281,0.487378866,0,0,0.743464052,0,0.214052288
24,5,4,2,0,111,-0.457862761,1591,2616,0.058385235,0,0,0.371635195,0,0.076536762
41,5,3,1,1,94,-0.979770935,1406,3090,1.121819348,0.076923077,0,0.32247557,0.13029316,0.309446254
24,5,6,2,0,123,-0.563580771,1545,3329,0.407323209,1,0,0,0,1
6,5,1,2,0,85,-0.5732327,1908,3566,2.361133313,0,0.133333333,0.217910448,0.232835821,0.325373134
6,5,2,2,0,100,-0.135012076,22,236,0.553643354,0,0,0,0,0.133333333
42,5,1,2,0,86,-0.923883469,1571,3326,2.527313597,0,0.142857143,0.128742515,0.338323353,0.446107784
8,5,2,2,0,100,-0.263136616,39,237,0.585521003,0,0,0.25,0,0.0625
6,5,4,2,0,112,-0.843478742,1107,2379,0.028498544,0,0,0.475,0,0.3125
6,5,5,2,0,122,-0.385734279,2161,4518,0.30488409,0.842105263,0,0,0,0.9030837
17,5,6,1,1,126,-1.052945151,1118,3332,0.342139309,1,0,0,0,0.769230769
46,5,5,2,0,121,-0.754913948,340,1185,0.060813671,0.8,0,0,0,0.626168224
8,5,5,2,0,121,-0.590427896,644,1662,0.081959285,0.857142857,0,0,0,0.774390244
8,5,6,2,0,128,-0.445563049,1322,3327,0.417030136,0.928571429,0,0,0,1
33,5,1,2,0,86,-0.62074024,1535,3331,2.528549645,0,0.142857143,0.574404762,0.083333333,0.005952381
33,5,2,2,0,100,-0.24075519,60,237,0.257951629,0,0,0.071428571,0.071428571,0.142857143
33,5,3,2,0,101,-0.678821924,1063,1905,1.223118809,0,0,0.703125,0.083333333,0.151041667
33,5,4,2,0,109,-0.70069189,1045,1905,0.811115191,0,0,0.645833333,0.005208333,0.208333333
33,5,5,2,0,117,-0.607027449,121,946,0.167586922,0.5,0,0,0,0.098901099
41,5,5,1,1,120,-0.760176174,2120,4044,0.304082369,0.941176471,0,0,0,0.903797468
42,5,2,2,0,100,-0.14281672,25,237,0.36399075,0,0,0,0.142857143,0.214285714
42,5,3,2,0,101,-1.097316653,808,2144,1.766151336,0,0,0.277777778,0.064814815,0.638888889
17,5,5,1,1,124,-0.505073593,61,476,0,1,0,0,0,0
19,5,2,2,0,88,-0.321551701,3,238,0.154945664,0,0,0.066666667,0,0.066666667
8,5,4,2,0,111,-0.830621706,1153,2380,0.009825794,0,0,0.454166667,0,0.504166667
19,5,3,2,0,89,-0.723576832,1717,3333,0.951456997,0.214285714,0,0.211596212,0.01986602,0.678909679
48,5,1,1,1,71,-1.186874557,1032,3331,2.069160749,0,0,0.442622951,0.006557377,0
43,5,4,3,0,104,-0.726934523,2608,4280,1.250691507,0,0,0.593301435,0,0.110047847
43,5,5,3,0,122,-0.868324738,286,1191,0.145755662,1,0,0,0,0.495575221
43,5,6,3,0,127,-0.64263964,2216,3571,0.374517412,0.933333333,0,0,0,0.942073171
7,5,2,2,0,99,0.021551389,49,237,0.015141396,0,0,0,0,0.307692308
7,5,3,2,0,100,-0.502185918,1472,2620,0.703452379,0,0,0.425274725,0,0.003846154
48,5,3,1,1,87,-0.898831136,1994,4042,0.684721841,0.117647059,0,0.583126551,0.007444169,0.267990074
41,5,6,1,1,137,-0.765729137,1938,3331,0.375484567,0.5,0,0,0,0.993975904
6,5,3,2,0,101,-0.639082135,1450,2616,2.020678336,0,0,0.359848485,0.037878788,0.401515152
19,5,1,2,0,74,-1.102598666,1102,3328,0.769460637,0,0,0.470948012,0,0
41,5,4,1,1,107,-0.865306498,1753,3092,0.627752079,0,0,0.540192926,0.099678457,0.048231511
48,5,2,1,1,85,-0.452883,16,476,0.017538009,0,0,0,0,0.079365079
17,5,2,1,1,87,-0.115494551,12,476,0,0,0,0.525902669,0.149136578,0
24,5,5,2,0,122,-0.047313592,35,236,0,1,0,0,0,0.375
17,5,4,1,1,107,-0.703603998,2150,4050,0.253104436,0,0,0.615196078,0,0
49,5,4,3,0,101,-0.935225722,1938,3812,0.652262259,0,0,0.591145833,0.002604167,0.020833333
17,5,3,1,1,89,-0.619072763,2373,4289,0.340188464,0.388888889,0,0.645833333,0,0.00462963
